day,u_casemix,u_incident,u_incident_shift,u_arr_morning,u_arr_evening,u_arr_night,u_bedhrs_morning,u_bedhrs_evening,u_bedhrs_night,u_abs_doctor_morning,u_abs_doctor_evening,u_abs_doctor_night,u_abs_nurse_morning,u_abs_nurse_evening,u_abs_nurse_night,u_abs_tech_morning,u_abs_tech_evening,u_abs_tech_night
149,0.100981,0.851449,0.961865,0.430464,0.835017,0.332489,0.185211,0.30382,0.701115,0.636112,0.398959,0.773227,0.452403,0.852189,0.03282,0.530491,0.940329,0.674163
150,0.267199,0.35228,0.425612,0.14751,0.617627,0.284101,0.562119,0.128106,0.717818,0.218114,0.768737,0.240668,0.799475,0.022222,0.387339,0.817545,0.990633,0.119371
151,0.914456,0.570898,0.487635,0.337901,0.517577,0.455067,0.59723,0.993156,0.302171,0.390027,0.613988,0.677115,0.420466,0.158852,0.761846,0.675908,0.101407,0.679756
152,0.318782,0.07343,0.487334,0.732511,0.937901,0.835972,0.139578,0.48113,0.234177,0.947607,0.794839,0.353866,0.959288,0.35669,0.207223,0.132336,0.421485,0.246585
153,0.58589,0.211943,0.216906,0.364606,0.706641,0.25282,0.699827,0.933997,0.479425,0.811247,0.151797,0.911486,0.955865,0.18795,0.334087,0.82841,0.14446,0.255194
154,0.238745,0.316339,0.481831,0.508494,0.176935,0.900689,0.098805,0.78273,0.634462,0.344328,0.508475,0.932101,0.234477,0.586065,0.048144,0.500249,0.964822,0.962145
155,0.66798,0.510033,0.386268,0.291367,0.338884,0.899258,0.290044,0.630764,0.814408,0.623274,0.781005,0.657385,0.647578,0.046509,0.072336,0.002209,0.108241,0.419699
156,0.127656,0.089575,0.326612,0.566288,0.756756,0.863039,0.59887,0.144996,0.544117,0.162604,0.389443,0.369163,0.462673,0.712913,0.036693,0.859869,0.471622,0.304049
157,0.789809,0.989782,0.623854,0.063118,0.575668,0.931334,0.058792,0.380966,0.5605,0.073192,0.780494,0.402268,0.878255,0.577029,0.226661,0.805611,0.60512,0.356081
158,0.422946,0.904572,0.630133,0.006858,0.505831,0.203152,0.220321,0.670747,0.629724,0.918267,0.744462,0.389394,0.541442,0.327742,0.033882,0.430936,0.859317,0.657701
159,0.18366,0.38864,0.467911,0.473128,0.342364,0.221895,0.635645,0.241581,0.306523,0.030038,0.923445,0.061033,0.189174,0.970932,0.115351,0.872799,0.15109,0.087219
160,0.75825,0.822601,0.85988,0.319629,0.513843,0.299079,0.681355,0.887386,0.03098,0.405592,0.222677,0.983952,0.999036,0.524369,0.154397,0.995863,0.889886,0.41736
161,0.554283,0.50486,0.527997,0.23393,0.12556,0.171627,0.886776,0.344772,0.643711,0.879923,0.269442,0.190863,0.613329,0.675889,0.984704,0.931754,0.209988,0.341771
162,0.438145,0.242741,0.798462,0.699496,0.918644,0.68685,0.153373,0.149272,0.000832,0.06037,0.019187,0.135442,0.692103,0.269077,0.151805,0.913707,0.842542,0.709157
163,0.240626,0.547517,0.5316,0.829755,0.165276,0.686184,0.07822,0.947737,0.333735,0.446981,0.429689,0.68197,0.19775,0.249438,0.955677,0.677725,0.184045,0.380879
164,0.781366,0.134942,0.452542,0.973718,0.951762,0.011202,0.432862,0.843678,0.628573,0.085247,0.121621,0.555502,0.065414,0.298188,0.445028,0.991796,0.298684,0.065741
165,0.365285,0.635581,0.786821,0.15437,0.357238,0.072571,0.397559,0.48316,0.682302,0.077819,0.322468,0.931099,0.32336,0.48631,0.364836,0.549555,0.28276,0.868729
166,0.043091,0.841788,0.545525,0.975896,0.061915,0.477048,0.668818,0.130144,0.922204,0.196246,0.403649,0.496424,0.999369,0.311913,0.997052,0.413723,0.589372,0.765384
167,0.965369,0.042522,0.934413,0.97045,0.953866,0.541977,0.798876,0.285391,0.8756,0.625952,0.789668,0.32089,0.331799,0.357775,0.902601,0.236755,0.873461,0.335998
168,0.030465,0.083939,0.729519,0.320668,0.558919,0.225905,0.03387,0.684505,0.370036,0.556641,0.093669,0.318798,0.617791,0.427984,0.624596,0.879793,0.714363,0.781687
169,0.120469,0.256298,0.872989,0.086261,0.691778,0.140792,0.354733,0.820213,0.555519,0.36796,0.36254,0.645404,0.623282,0.373236,0.595099,0.901032,0.826559,0.852436
170,0.465813,0.162667,0.677188,0.212841,0.941815,0.030165,0.072619,0.961931,0.692503,0.793079,0.632483,0.704321,0.270565,0.683148,0.815055,0.80464,0.332829,0.480995
171,0.207855,0.092122,0.676211,0.751661,0.232368,0.592732,0.578484,0.313631,0.843245,0.052852,0.634398,0.113354,0.439926,0.047818,0.358183,0.063169,0.221795,0.674055
172,0.335135,0.753783,0.39036,0.242753,0.489769,0.540099,0.716574,0.712353,0.507466,0.785189,0.22697,0.182959,0.674776,0.289077,0.529278,0.478193,0.980403,0.243984
173,0.567565,0.241756,0.809063,0.86027,0.107763,0.715119,0.574524,0.447049,0.482938,0.563556,0.44834,0.219691,0.577456,0.785916,0.089815,0.263536,0.463934,0.576962
174,0.957842,0.749913,0.894382,0.626736,0.682171,0.938896,0.930385,0.904158,0.270671,0.031021,0.031787,0.445325,0.477036,0.434205,0.108198,0.443016,0.213974,0.018383
175,0.936312,0.291215,0.327447,0.739263,0.525786,0.052495,0.859731,0.893261,0.873003,0.324425,0.0459,0.888861,0.236858,0.857525,0.336972,0.689593,0.468121,0.72136
176,0.073896,0.444586,0.11394,0.478072,0.95235,0.80581,0.230679,0.920413,0.080123,0.10759,0.280296,0.814904,0.700996,0.592416,0.105041,0.516066,0.651127,0.627251
177,0.853314,0.737695,0.021845,0.428001,0.61458,0.809702,0.473411,0.657685,0.230026,0.694333,0.622038,0.756074,0.20817,0.256076,0.420878,0.586513,0.830255,0.979656
178,0.167824,0.91248,0.164404,0.813158,0.196271,0.162121,0.745297,0.313299,0.008043,0.570224,0.416746,0.98234,0.265211,0.515873,0.791024,0.748288,0.146379,0.703349
179,0.811433,0.459567,0.362868,0.629427,0.939155,0.066693,0.635598,0.001499,0.648785,0.077341,0.133407,0.930459,0.595692,0.069959,0.390675,0.59422,0.264029,0.284746
180,0.296347,0.347788,0.137927,0.541627,0.947227,0.485868,0.197775,0.963023,0.712454,0.389435,0.631968,0.294109,0.913012,0.468431,0.627645,0.710139,0.816671,0.707369
181,0.717834,0.658881,0.287795,0.160305,0.421991,0.081393,0.648368,0.018085,0.38766,0.416797,0.505418,0.963824,0.022986,0.584483,0.447164,0.917892,0.283361,0.056236
182,0.718793,0.247535,0.625675,0.835375,0.458481,0.672211,0.358188,0.97352,0.915608,0.709417,0.756838,0.910779,0.978446,0.085341,0.69125,0.159453,0.772028,0.239392
183,0.850551,0.236232,0.121113,0.239451,0.742092,0.353257,0.14028,0.602489,0.962578,0.154415,0.073584,0.612495,0.046113,0.59023,0.051138,0.372538,0.397505,0.94377
184,0.979626,0.148379,0.527278,0.69446,0.398231,0.876263,0.328642,0.898162,0.012123,0.982288,0.008004,0.894465,0.914829,0.708677,0.248639,0.015319,0.11291,0.062636
185,0.275481,0.284482,0.871035,0.70806,0.089876,0.760919,0.233553,0.503548,0.041133,0.258703,0.308503,0.521234,0.594547,0.309985,0.664424,0.908799,0.928049,0.601137
186,0.628308,0.560148,0.164314,0.292838,0.200148,0.573269,0.01018,0.903773,0.59833,0.341843,0.41301,0.21601,0.562427,0.062787,0.700914,0.542081,0.096099,0.585258
187,0.739261,0.633105,0.010529,0.439289,0.385028,0.011106,0.073911,0.153516,0.344253,0.600917,0.410561,0.857469,0.372784,0.669895,0.458129,0.169364,0.929264,0.106043
188,0.079629,0.932576,0.677253,0.81582,0.146351,0.063513,0.248507,0.182494,0.174197,0.853174,0.321256,0.623998,0.357006,0.966761,0.947627,0.06799,0.379361,0.433545
189,0.662961,0.287866,0.034516,0.473445,0.082854,0.681239,0.54297,0.267351,0.583486,0.758944,0.391608,0.886651,0.483562,0.053192,0.170526,0.661023,0.771469,0.699009
190,0.321516,0.748331,0.704349,0.400804,0.283972,0.145067,0.352316,0.153774,0.872853,0.688223,0.878428,0.004226,0.25903,0.893853,0.067922,0.143648,0.551607,0.171633
191,0.161469,0.629924,0.631476,0.887324,0.818678,0.12922,0.509344,0.96479,0.133039,0.050703,0.577973,0.27039,0.751829,0.655388,0.1472,0.2758,0.024793,0.720249
192,0.549472,0.947634,0.061259,0.918692,0.847921,0.156089,0.641058,0.676293,0.846959,0.94327,0.300968,0.063744,0.624607,0.453178,0.852893,0.502447,0.074828,0.210086
193,0.461884,0.964557,0.705143,0.838368,0.664412,0.31052,0.424419,0.329345,0.74001,0.021427,0.708114,0.524068,0.170993,0.150428,0.269442,0.044177,0.764845,0.422698
194,0.57708,0.470723,0.728527,0.444478,0.713811,0.045016,0.287954,0.397118,0.286235,0.170128,0.112574,0.390879,0.119534,0.429836,0.609454,0.010912,0.464271,0.234332
195,0.641918,0.40527,0.5167,0.25976,0.510213,0.141887,0.618666,0.771282,0.597496,0.892179,0.619218,0.550008,0.239982,0.281589,0.160425,0.16277,0.45186,0.069895
196,0.498669,0.838373,0.997043,0.816564,0.169993,0.084442,0.247122,0.753465,0.794181,0.283468,0.902088,0.805781,0.386838,0.546359,0.328988,0.072335,0.356388,0.009824
197,0.905151,0.02212,0.192208,0.86608,0.14944,0.792847,0.524962,0.728734,0.604904,0.234551,0.775259,0.247223,0.605046,0.805789,0.961158,0.720128,0.985802,0.63774
198,0.177914,0.736651,0.81575,0.56855,0.485839,0.490063,0.647915,0.481234,0.889633,0.678167,0.132011,0.56621,0.201155,0.338357,0.688483,0.602747,0.127757,0.088721
199,0.288792,0.840866,0.65107,0.828461,0.895504,0.584279,0.026704,0.350354,0.846973,0.745961,0.019928,0.720094,0.487305,0.373774,0.930701,0.038404,0.593296,0.0443
200,0.356222,0.889806,0.058081,0.831978,0.935247,0.832444,0.098515,0.224624,0.22643,0.423239,0.865085,0.706816,0.71315,0.462704,0.917355,0.373021,0.430284,0.783088
201,0.774382,0.02003,0.80669,0.577814,0.0886,0.248527,0.145467,0.160527,0.268773,0.416923,0.719366,0.985435,0.98391,0.4853,0.607497,0.074914,0.422634,0.236711
202,0.652098,0.612233,0.559524,0.363071,0.051071,0.510726,0.860493,0.171847,0.494996,0.803556,0.632995,0.823833,0.773219,0.624471,0.671377,0.81817,0.499353,0.842903
203,0.206423,0.405331,0.252393,0.243397,0.417713,0.191609,0.10329,0.457956,0.375609,0.546228,0.834161,0.468227,0.352932,0.395771,0.643368,0.287544,0.40148,0.393627
204,0.744442,0.069076,0.937819,0.465356,0.303793,0.533257,0.381492,0.346741,0.084125,0.690757,0.01451,0.579186,0.283789,0.550253,0.724285,0.047642,0.006332,0.4183
205,0.771537,0.796166,0.638632,0.175085,0.951385,0.438923,0.767459,0.731691,0.249675,0.615207,0.296218,0.463768,0.146017,0.56116,0.993777,0.941949,0.302476,0.026384
206,0.770241,0.410858,0.402193,0.085066,0.417487,0.136282,0.2434,0.561386,0.974573,0.240886,0.193514,0.665813,0.489362,0.530089,0.816736,0.292555,0.186987,0.086169
207,0.078373,0.575227,0.792471,0.595946,0.189234,0.891479,0.014454,0.329693,0.365947,0.961103,0.786848,0.457435,0.808079,0.738271,0.559114,0.878267,0.348856,0.435836
208,0.212139,0.365032,0.550138,0.030836,0.546682,0.338912,0.762788,0.113438,0.409133,0.975337,0.990423,0.609812,0.316503,0.953963,0.639294,0.020942,0.641728,0.379567
209,0.895385,0.299048,0.698699,0.276681,0.913244,0.153213,0.960418,0.08009,0.703306,0.714639,0.189819,0.558491,0.089858,0.118093,0.845517,0.72719,0.021742,0.652712
210,0.879432,0.803676,0.900563,0.889386,0.467736,0.719568,0.238004,0.823116,0.010684,0.207223,0.604234,0.196711,0.222073,0.610873,0.371445,0.68581,0.740721,0.707654
211,0.205573,0.826963,0.930924,0.204931,0.713736,0.610415,0.705324,0.011471,0.288335,0.51759,0.614299,0.055248,0.470158,0.224002,0.783706,0.583592,0.723996,0.457438
212,0.551376,0.147188,0.138719,0.261647,0.957755,0.740787,0.648955,0.065044,0.576166,0.360683,0.12761,0.456076,0.134211,0.753886,0.338925,0.265439,0.035042,0.201935
213,0.262683,0.507209,0.585535,0.828019,0.04884,0.654684,0.015179,0.972793,0.85465,0.417408,0.278522,0.642359,0.027317,0.530161,0.138448,0.799958,0.68206,0.165315
214,0.416285,0.140871,0.386567,0.577398,0.3675,0.14295,0.047758,0.204916,0.690956,0.990418,0.269754,0.331986,0.001625,0.923904,0.469665,0.787218,0.143154,0.178628
215,0.020945,0.118374,0.462056,0.242612,0.917034,0.194603,0.6047,0.302765,0.120244,0.968996,0.224538,0.447498,0.107291,0.043582,0.390459,0.590917,0.960912,0.901605
216,0.28176,0.126046,0.043971,0.059118,0.10674,0.3876,0.548592,0.985423,0.077943,0.44652,0.464463,0.494737,0.081499,0.158261,0.060203,0.144533,0.860796,0.015372
217,0.270681,0.78828,0.131193,0.070688,0.03554,0.089961,0.291504,0.158398,0.493275,0.488761,0.171737,0.837129,0.096689,0.266985,0.204339,0.691583,0.489131,0.349525
218,0.91913,0.784728,0.828874,0.548088,0.88064,0.950498,0.284905,0.656178,0.94814,0.05675,0.56954,0.659688,0.20058,0.100572,0.580288,0.907491,0.062812,0.978061
219,0.58797,0.446509,0.778591,0.10705,0.537926,0.736029,0.761007,0.036434,0.278429,0.050418,0.169445,0.682655,0.700278,0.025836,0.611228,0.447283,0.013266,0.488932
220,0.177516,0.179434,0.163472,0.040263,0.874096,0.93942,0.285534,0.712818,0.192502,0.342687,0.858254,0.063403,0.796856,0.906897,0.25588,0.609413,0.68443,0.434017
221,0.427565,0.025112,0.707815,0.292598,0.959006,0.538607,0.44392,0.110557,0.044451,0.549367,0.980212,0.405077,0.884806,0.260452,0.728004,0.788168,0.544331,0.044092
222,0.492936,0.077827,0.500289,0.324692,0.151536,0.736867,0.443137,0.484852,0.27005,0.112692,0.797053,0.105413,0.868021,0.499923,0.288737,0.314516,0.422895,0.234106
223,0.63736,0.916552,0.898242,0.440287,0.267159,0.729819,0.096303,0.490075,0.17953,0.021667,0.281299,0.814287,0.070589,0.540524,0.663262,0.544982,0.202755,0.037543
224,0.532448,0.327044,0.3916,0.62212,0.811894,0.360278,0.450628,0.052994,0.597058,0.974119,0.890695,0.340289,0.488682,0.619912,0.421419,0.907538,0.113005,0.505929
225,0.420993,0.119327,0.307907,0.303147,0.129717,0.839919,0.834716,0.333927,0.291639,0.511027,0.276217,0.124023,0.11508,0.083679,0.493284,0.358162,0.186308,0.08076
226,0.310793,0.92723,0.026241,0.730218,0.096717,0.049861,0.496522,0.588417,0.041789,0.166001,0.744258,0.702764,0.475738,0.750998,0.180861,0.608296,0.225541,0.690429
227,0.575,0.925095,0.246188,0.345549,0.202538,0.367846,0.319559,0.55639,0.766369,0.548684,0.537579,0.524905,0.212583,0.933501,0.041856,0.08287,0.623509,0.905754
228,0.975832,0.433957,0.008377,0.559033,0.386333,0.318652,0.31349,0.061454,0.892552,0.706824,0.930176,0.455853,0.383498,0.364145,0.197179,0.427695,0.911185,0.665445
229,0.552987,0.331183,0.475515,0.529138,0.765521,0.657591,0.835861,0.962807,0.440094,0.926436,0.907849,0.430875,0.33234,0.720678,0.820259,0.620039,0.027797,0.048275
230,0.887012,0.230548,0.298661,0.745599,0.969431,0.752886,0.460205,0.252645,0.443912,0.385232,0.251829,0.069344,0.323164,0.216866,0.534683,0.063066,0.612418,0.359868
231,0.015272,0.579713,0.415973,0.254619,0.956019,0.660324,0.987417,0.482063,0.369912,0.97155,0.386687,0.821077,0.895775,0.121791,0.363357,0.834414,0.342439,0.717725
232,0.203097,0.23352,0.172456,0.724133,0.887231,0.920402,0.937613,0.563907,0.330659,0.749517,0.761198,0.359555,0.05165,0.890453,0.913392,0.717437,0.958219,0.264978
233,0.864768,0.243964,0.529248,0.413602,0.140525,0.651465,0.896899,0.444148,0.227689,0.368804,0.720308,0.789662,0.784783,0.533964,0.191499,0.453343,0.865328,0.25579
234,0.569473,0.929005,0.646719,0.797588,0.223014,0.298085,0.003792,0.042953,0.002346,0.359997,0.74227,0.429783,0.847744,0.997029,0.557176,0.103284,0.188645,0.972911
235,0.487558,0.059863,0.352874,0.074145,0.470774,0.996375,0.224404,0.173498,0.238156,0.979585,0.935568,0.355377,0.64009,0.356213,0.523374,0.241921,0.919961,0.7056
236,0.368804,0.188975,0.256335,0.13717,0.848035,0.60891,0.480007,0.679663,0.229792,0.217238,0.677105,0.619593,0.612687,0.129492,0.617757,0.173709,0.209331,0.355087
237,0.295266,0.078306,0.696806,0.403567,0.808307,0.989845,0.059467,0.397773,0.186038,0.174985,0.015542,0.373117,0.227315,0.456466,0.804289,0.845134,0.752551,0.786737
238,0.67883,0.037067,0.809471,0.946459,0.681044,0.302597,0.067352,0.231955,0.810528,0.586213,0.842933,0.410012,0.797602,0.534642,0.132735,0.147438,0.398404,0.582036
239,0.365735,0.098893,0.384685,0.994569,0.707657,0.950621,0.302191,0.048274,0.348585,0.296426,0.096884,0.378644,0.287418,0.552059,0.32591,0.621412,0.493802,0.980803
240,0.435235,0.920242,0.708058,0.155748,0.702394,0.972073,0.95797,0.922997,0.816951,0.844843,0.881809,0.52724,0.714366,0.070172,0.739638,0.324841,0.971927,0.883162
241,0.776848,0.948235,0.952087,0.048063,0.490598,0.020151,0.974183,0.832533,0.724608,0.363971,0.933386,0.06044,0.805026,0.93207,0.564399,0.74509,0.836464,0.94291
242,0.946183,0.979474,0.652359,0.241214,0.279002,0.627263,0.965438,0.793996,0.109408,0.599192,0.159826,0.520252,0.202085,0.548726,0.013495,0.204452,0.574119,0.332775
243,0.993657,0.343301,0.826924,0.533249,0.620001,0.408796,0.017034,0.342029,0.137505,0.818525,0.703608,0.591987,0.220872,0.497664,0.662456,0.023287,0.59699,0.119797
244,0.484915,0.974755,0.986376,0.576199,0.269274,0.456108,0.626514,0.621617,0.962838,0.690114,0.588986,0.593987,0.279213,0.771881,0.827602,0.22238,0.453521,0.531505
245,0.138169,0.92195,0.498577,0.90371,0.427855,0.997168,0.409079,0.02497,0.63062,0.900528,0.693369,0.018813,0.842818,0.748859,0.235254,0.867081,0.990488,0.954354
246,0.024924,0.323602,0.975465,0.769498,0.90876,0.643429,0.479316,0.291397,0.165033,0.265124,0.813913,0.915544,0.775543,0.69109,0.617284,0.060413,0.548553,0.107025
247,0.494657,0.586775,0.160604,0.860866,0.506015,0.448948,0.192435,0.100942,0.584453,0.524165,0.364187,0.671917,0.52488,0.598142,0.211798,0.219702,0.509634,0.905187
248,0.076355,0.633881,0.558775,0.314128,0.856808,0.255275,0.480426,0.002806,0.81827,0.037902,0.019542,0.000898,0.264231,0.569126,0.854063,0.977186,0.608234,0.652944
249,0.117713,0.176468,0.478352,0.89207,0.835887,0.780119,0.920671,0.445776,0.953943,0.975384,0.66135,0.02204,0.992715,0.440801,0.305339,0.399027,0.948039,0.133461
250,0.234839,0.769935,0.494158,0.22281,0.931558,0.587144,0.391875,0.112393,0.346699,0.505531,0.957872,0.024467,0.971171,0.254709,0.681399,0.005974,0.280902,0.842012
251,0.991993,0.612862,0.025862,0.538123,0.792363,0.036793,0.663334,0.172847,0.093141,0.861822,0.459415,0.753245,0.175688,0.733462,0.116697,0.366094,0.170952,0.117424
252,0.162229,0.321052,0.98207,0.48788,0.493544,0.144726,0.46651,0.255577,0.096937,0.640925,0.341934,0.32632,0.788168,0.866032,0.647286,0.517724,0.312432,0.011708
253,0.110132,0.738727,0.128331,0.824256,0.41178,0.033587,0.092367,0.373731,0.416454,0.202063,0.06645,0.550877,0.112427,0.331612,0.247448,0.092336,0.627848,0.826202
254,0.915924,0.452013,0.110855,0.273939,0.954639,0.237648,0.362001,0.726755,0.614935,0.037872,0.343805,0.15368,0.660988,0.636918,0.453772,0.163053,0.626927,0.12693
255,0.62207,0.129433,0.796126,0.507656,0.118729,0.091981,0.695086,0.827479,0.907256,0.97919,0.605832,0.203655,0.054834,0.341642,0.443,0.932186,0.616149,0.636899
256,0.739901,0.42047,0.839096,0.817631,0.682249,0.642901,0.458464,0.41943,0.659877,0.0079,0.342505,0.465826,0.705741,0.067037,0.201569,0.398257,0.958904,0.611166
257,0.354733,0.117112,0.394153,0.98675,0.721338,0.185684,0.604342,0.403817,0.952875,0.519109,0.420523,0.596064,0.662029,0.494872,0.971515,0.336597,0.557544,0.902621
258,0.933833,0.409652,0.58934,0.567314,0.700755,0.436508,0.72655,0.503521,0.348301,0.735896,0.391531,0.202293,0.583763,0.244775,0.137176,0.096136,0.365274,0.046267
259,0.976101,0.251533,0.798231,0.978181,0.947255,0.565556,0.734456,0.77548,0.255869,0.640914,0.611458,0.421674,0.652342,0.441545,0.284843,0.953225,0.266858,0.483052
260,0.558456,0.072215,0.93036,0.328568,0.666786,0.477547,0.864557,0.84843,0.991253,0.36539,0.304252,0.654154,0.93214,0.06407,0.876887,0.52063,0.395176,0.70864
261,0.98684,0.143736,0.149667,0.243891,0.48962,0.803563,0.021984,0.366745,0.032113,0.29799,0.796327,0.970091,0.148122,0.000633,0.880799,0.884107,0.654993,0.444966
262,0.505794,0.102195,0.715121,0.660649,0.606419,0.21363,0.78551,0.52998,0.457241,0.096794,0.013042,0.795626,0.88567,0.01775,0.380989,0.137853,0.396517,0.268425
263,0.43974,0.745942,0.49304,0.856104,0.25827,0.221935,0.185875,0.456638,0.208509,0.847648,0.526278,0.11001,0.74645,0.020862,0.888446,0.058083,0.887682,0.338813
264,0.785434,0.871157,0.924759,0.738557,0.745274,0.174562,0.035369,0.168603,0.743276,0.543364,0.316482,0.291576,0.064896,0.453416,0.303832,0.406309,0.012323,0.735593
265,0.644248,0.257881,0.528517,0.818504,0.718752,0.352649,0.283217,0.936398,0.897709,0.229166,0.037388,0.200244,0.017775,0.897823,0.092539,0.825951,0.043311,0.374025
266,0.20053,0.414144,0.067979,0.161067,0.19247,0.45029,0.420498,0.700685,0.785058,0.354662,0.041356,0.186238,0.551649,0.550238,0.395623,0.242202,0.348521,0.158374
267,0.514939,0.899481,0.969975,0.367506,0.157745,0.513506,0.711756,0.311377,0.586992,0.201494,0.139033,0.391942,0.691741,0.189479,0.312291,0.25074,0.768178,0.839459
268,0.016459,0.338967,0.944169,0.307875,0.792522,0.834928,0.277529,0.913787,0.267107,0.724684,0.85413,0.487583,0.497237,0.458593,0.26828,0.081177,0.984826,0.578721
269,0.87566,0.623557,0.098886,0.787681,0.031248,0.102133,0.591366,0.695645,0.247766,0.768896,0.379894,0.663114,0.982172,0.279108,0.006367,0.833922,0.626206,0.445745
270,0.542446,0.720616,0.187636,0.485779,0.358323,0.611511,0.582302,0.107942,0.824414,0.249532,0.488979,0.616312,0.329735,0.338202,0.931214,0.862251,0.171986,0.663664
271,0.046187,0.598697,0.091798,0.569633,0.568012,0.284884,0.204842,0.228823,0.577348,0.221681,0.396015,0.316356,0.182559,0.583673,0.039527,0.247395,0.288719,0.77498
272,0.937759,0.988715,0.487335,0.187324,0.416718,0.117975,0.766935,0.346844,0.309719,0.207335,0.871573,0.295632,0.309234,0.368251,0.053793,0.742924,0.45563,0.215109
